problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    sum_of_numbers = sum(arg1)\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - sum_of_numbers'],1000,0.0002185,0.000224827,0.0002586,N/A
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    sum_of_numbers = sum(arg1)\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - sum_of_numbers'],10000,0.0019828,0.002112225,0.003045,N/A
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    sum_of_numbers = sum(arg1)\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - sum_of_numbers'],100000,0.0647995,0.068007599,0.0756634,N/A
p1_find_missing_number,prompt_1,8,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in arg1:\n        xor_sum ^= i\n    return xor_sum']",1000,0.0036923,0.003789848,0.0044425,N/A
p1_find_missing_number,prompt_1,8,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in arg1:\n        xor_sum ^= i\n    return xor_sum']",10000,0.0356314,0.037182653,0.0644864,N/A
p1_find_missing_number,prompt_1,8,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in arg1:\n        xor_sum ^= i\n    return xor_sum']",100000,0.3635564,0.371824918,0.3931423,N/A
p1_find_missing_number,prompt_1,9,['def funcImp(arg1):\n    n = len(arg1) + 1\n    sum_total = n * (n + 1) // 2\n    sum_arr = sum(arg1)\n    return sum_total - sum_arr'],1000,0.0002261,0.000234144,0.0002647,N/A
p1_find_missing_number,prompt_1,9,['def funcImp(arg1):\n    n = len(arg1) + 1\n    sum_total = n * (n + 1) // 2\n    sum_arr = sum(arg1)\n    return sum_total - sum_arr'],10000,0.0020466,0.002097863,0.0026352,N/A
p1_find_missing_number,prompt_1,9,['def funcImp(arg1):\n    n = len(arg1) + 1\n    sum_total = n * (n + 1) // 2\n    sum_arr = sum(arg1)\n    return sum_total - sum_arr'],100000,0.0639722,0.068433377,0.0923636,N/A
p1_find_missing_number,prompt_1,10,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) / 2\n    return expected_sum - total_sum'],1000,0.0002213,0.000229368,0.0002627,N/A
p1_find_missing_number,prompt_1,10,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) / 2\n    return expected_sum - total_sum'],10000,0.0020369,0.002084395,0.0024188,N/A
p1_find_missing_number,prompt_1,10,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) / 2\n    return expected_sum - total_sum'],100000,0.0647357,0.06768908,0.0736592,N/A
p1_find_missing_number,prompt_1,11,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    return xor_sum']",1000,0.0040024,0.004194164,0.0055696,N/A
p1_find_missing_number,prompt_1,11,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    return xor_sum']",10000,0.0424756,0.043997653,0.0489868,N/A
p1_find_missing_number,prompt_1,11,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    return xor_sum']",100000,0.4380197,0.44976546,0.4781602,N/A
p1_find_missing_number,prompt_1,12,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    n = len(arg1) + 1\n    sum_n = n * (n + 1) / 2\n    return int(sum_n - total_sum)'],1000,0.0002283,0.000235026,0.0002674,N/A
p1_find_missing_number,prompt_1,12,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    n = len(arg1) + 1\n    sum_n = n * (n + 1) / 2\n    return int(sum_n - total_sum)'],10000,0.0020507,0.002081313,0.0023292,N/A
p1_find_missing_number,prompt_1,12,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    n = len(arg1) + 1\n    sum_n = n * (n + 1) / 2\n    return int(sum_n - total_sum)'],100000,0.0651868,0.067741603,0.072217,N/A
p1_find_missing_number,prompt_1,13,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],1000,0.0002208,0.000228455,0.0002567,N/A
p1_find_missing_number,prompt_1,13,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],10000,0.0019708,0.002049141,0.0024914,N/A
p1_find_missing_number,prompt_1,13,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],100000,0.0658296,0.069480914,0.0814142,N/A
p1_find_missing_number,prompt_1,14,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],1000,0.0002213,0.000227108,0.0002405,N/A
p1_find_missing_number,prompt_1,14,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],10000,0.0019723,0.002064202,0.0021968,N/A
p1_find_missing_number,prompt_1,14,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],100000,0.0655826,0.067960443,0.0742364,N/A
p1_find_missing_number,prompt_1,15,['def funcImp(arg1):\n    n = len(arg1) + 1\n    full_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return full_sum - actual_sum'],1000,0.0002151,0.000228028,0.0002726,N/A
p1_find_missing_number,prompt_1,15,['def funcImp(arg1):\n    n = len(arg1) + 1\n    full_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return full_sum - actual_sum'],10000,0.0019716,0.002071339,0.002267,N/A
p1_find_missing_number,prompt_1,15,['def funcImp(arg1):\n    n = len(arg1) + 1\n    full_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return full_sum - actual_sum'],100000,0.0654849,0.068049318,0.0740007,N/A
p1_find_missing_number,prompt_1,16,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    return total_sum - array_sum'],1000,0.0002211,0.000226674,0.0002692,N/A
p1_find_missing_number,prompt_1,16,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    return total_sum - array_sum'],10000,0.0019806,0.002086434,0.0023849,N/A
p1_find_missing_number,prompt_1,16,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    return total_sum - array_sum'],100000,0.0647431,0.06834845,0.0775845,N/A
p1_find_missing_number,prompt_1,17,['def funcImp(arg1):\n    n = len(arg1) + 1\n    actual_sum = sum(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - actual_sum'],1000,0.0002215,0.000231731,0.0003228,N/A
p1_find_missing_number,prompt_1,17,['def funcImp(arg1):\n    n = len(arg1) + 1\n    actual_sum = sum(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - actual_sum'],10000,0.0019911,0.002094553,0.0026016,N/A
p1_find_missing_number,prompt_1,17,['def funcImp(arg1):\n    n = len(arg1) + 1\n    actual_sum = sum(arg1)\n    expected_sum = n * (n + 1) // 2\n    return expected_sum - actual_sum'],100000,0.0660335,0.068230928,0.0737755,N/A
p1_find_missing_number,prompt_1,18,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],1000,0.0002257,0.000231152,0.0002619,N/A
p1_find_missing_number,prompt_1,18,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],10000,0.0019735,0.002069221,0.0023555,N/A
p1_find_missing_number,prompt_1,18,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],100000,0.0661131,0.069030465,0.0754449,N/A
p1_find_missing_number,prompt_1,19,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],1000,0.0002204,0.000272614,0.0005624,N/A
p1_find_missing_number,prompt_1,19,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],10000,0.0020474,0.002082398,0.0022905,N/A
p1_find_missing_number,prompt_1,19,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],100000,0.0666967,0.06818528,0.0713862,N/A
p1_find_missing_number,prompt_1,20,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002217,0.000229017,0.0002507,N/A
p1_find_missing_number,prompt_1,20,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0020243,0.002084133,0.0022402,N/A
p1_find_missing_number,prompt_1,20,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.066625,0.069347033,0.08185,N/A
p1_find_missing_number,prompt_1,21,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],1000,0.0002205,0.000225398,0.0002465,N/A
p1_find_missing_number,prompt_1,21,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],10000,0.001995,0.002193104,0.0049306,N/A
p1_find_missing_number,prompt_1,21,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],100000,0.0662353,0.068108001,0.0717013,N/A
p1_find_missing_number,prompt_1,22,"['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = sum(range(arg1[0], arg1[-1] + 1))\n    missing_number = expected_sum - total_sum\n    return missing_number']",1000,0.0004851,0.000496275,0.0005844,N/A
p1_find_missing_number,prompt_1,22,"['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = sum(range(arg1[0], arg1[-1] + 1))\n    missing_number = expected_sum - total_sum\n    return missing_number']",10000,0.0020465,0.002087885,0.0022226,N/A
p1_find_missing_number,prompt_1,22,"['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = sum(range(arg1[0], arg1[-1] + 1))\n    missing_number = expected_sum - total_sum\n    return missing_number']",100000,0.0646169,0.068482385,0.0741267,N/A
p1_find_missing_number,prompt_1,23,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],1000,0.0002199,0.000225472,0.0002496,N/A
p1_find_missing_number,prompt_1,23,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],10000,0.0020238,0.002074965,0.0025455,N/A
p1_find_missing_number,prompt_1,23,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],100000,0.0652085,0.067319831,0.0730194,N/A
p1_find_missing_number,prompt_1,24,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_number = total_sum - array_sum\n    return missing_number'],1000,0.0002259,0.000232035,0.0002556,N/A
p1_find_missing_number,prompt_1,24,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_number = total_sum - array_sum\n    return missing_number'],10000,0.0020479,0.00206878,0.0021791,N/A
p1_find_missing_number,prompt_1,24,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_number = total_sum - array_sum\n    return missing_number'],100000,0.0653433,0.067871184,0.0724907,N/A
p1_find_missing_number,prompt_1,25,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002204,0.000230978,0.0002892,N/A
p1_find_missing_number,prompt_1,25,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019805,0.002074498,0.0026978,N/A
p1_find_missing_number,prompt_1,25,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0654564,0.068040704,0.0715141,N/A
p1_find_missing_number,prompt_1,26,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],1000,0.0002212,0.000226336,0.0002592,N/A
p1_find_missing_number,prompt_1,26,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],10000,0.0019911,0.002084387,0.0025942,N/A
p1_find_missing_number,prompt_1,26,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],100000,0.0659399,0.068011749,0.071127,N/A
p1_find_missing_number,prompt_1,27,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],1000,0.0002214,0.000229827,0.0002643,N/A
p1_find_missing_number,prompt_1,27,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],10000,0.001969,0.00205024,0.0024392,N/A
p1_find_missing_number,prompt_1,27,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],100000,0.0649689,0.067613221,0.0780093,N/A
p1_find_missing_number,prompt_1,28,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002206,0.000225997,0.0002496,N/A
p1_find_missing_number,prompt_1,28,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0020216,0.00206289,0.0022084,N/A
p1_find_missing_number,prompt_1,28,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0649615,0.067712183,0.0731887,N/A
p1_find_missing_number,prompt_1,29,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total - arr_sum'],1000,0.000225,0.000231381,0.0002627,N/A
p1_find_missing_number,prompt_1,29,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total - arr_sum'],10000,0.0019769,0.002059494,0.0023706,N/A
p1_find_missing_number,prompt_1,29,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total - arr_sum'],100000,0.0652542,0.067251181,0.0712499,N/A
p1_find_missing_number,prompt_1,30,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002198,0.000227409,0.0002775,N/A
p1_find_missing_number,prompt_1,30,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0019763,0.00205622,0.0021836,N/A
p1_find_missing_number,prompt_1,30,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0656754,0.067762255,0.0783859,N/A
p1_find_missing_number,prompt_1,31,"['def funcImp(arg1):\n    xor_all = 1\n    for i in range(2, len(arg1) + 2):\n        xor_all ^= i\n    xor_array = 0\n    for num in arg1:\n        xor_array ^= num\n    missing_num = xor_all ^ xor_array\n    return missing_num']",1000,0.0036004,0.003764568,0.0039005,N/A
p1_find_missing_number,prompt_1,31,"['def funcImp(arg1):\n    xor_all = 1\n    for i in range(2, len(arg1) + 2):\n        xor_all ^= i\n    xor_array = 0\n    for num in arg1:\n        xor_array ^= num\n    missing_num = xor_all ^ xor_array\n    return missing_num']",10000,0.0356425,0.036911614,0.0409757,N/A
p1_find_missing_number,prompt_1,31,"['def funcImp(arg1):\n    xor_all = 1\n    for i in range(2, len(arg1) + 2):\n        xor_all ^= i\n    xor_array = 0\n    for num in arg1:\n        xor_array ^= num\n    missing_num = xor_all ^ xor_array\n    return missing_num']",100000,0.3627504,0.36849756,0.3896475,N/A
p1_find_missing_number,prompt_1,32,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002205,0.000226972,0.0002869,N/A
p1_find_missing_number,prompt_1,32,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019721,0.002049233,0.0022095,N/A
p1_find_missing_number,prompt_1,32,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0653155,0.067108798,0.0716527,N/A
p1_find_missing_number,prompt_1,33,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],1000,0.000221,0.000230975,0.0003605,N/A
p1_find_missing_number,prompt_1,33,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],10000,0.0020502,0.002068475,0.0022663,N/A
p1_find_missing_number,prompt_1,33,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    missing_number = expected_sum - actual_sum\n    return missing_number'],100000,0.0654408,0.067296116,0.0707567,N/A
p1_find_missing_number,prompt_1,34,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002241,0.000230633,0.000246,N/A
p1_find_missing_number,prompt_1,34,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0019888,0.002073079,0.0025263,N/A
p1_find_missing_number,prompt_1,34,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0660514,0.068259263,0.0750995,N/A
p1_find_missing_number,prompt_1,35,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002209,0.000225927,0.0002559,N/A
p1_find_missing_number,prompt_1,35,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0020388,0.002066861,0.0021455,N/A
p1_find_missing_number,prompt_1,35,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0658017,0.068215895,0.0720428,N/A
p1_find_missing_number,prompt_1,36,['def funcImp(arg1):\n    sum_arr = sum(arg1)\n    len_arr = len(arg1) + 1\n    expected_sum = len_arr * (len_arr + 1) // 2\n    return expected_sum - sum_arr'],1000,0.0002254,0.000229664,0.0002445,N/A
p1_find_missing_number,prompt_1,36,['def funcImp(arg1):\n    sum_arr = sum(arg1)\n    len_arr = len(arg1) + 1\n    expected_sum = len_arr * (len_arr + 1) // 2\n    return expected_sum - sum_arr'],10000,0.0020511,0.002109641,0.0023223,N/A
p1_find_missing_number,prompt_1,36,['def funcImp(arg1):\n    sum_arr = sum(arg1)\n    len_arr = len(arg1) + 1\n    expected_sum = len_arr * (len_arr + 1) // 2\n    return expected_sum - sum_arr'],100000,0.0660972,0.068261517,0.0750652,N/A
p1_find_missing_number,prompt_1,37,"['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(range(1, n + 2))\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum']",1000,0.0006795,0.000711825,0.000847,N/A
p1_find_missing_number,prompt_1,37,"['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(range(1, n + 2))\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum']",10000,0.0074792,0.00762045,0.0084516,N/A
p1_find_missing_number,prompt_1,37,"['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(range(1, n + 2))\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum']",100000,0.150673,0.154668497,0.1702071,N/A
